,gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000205045,ENSG00000205045,False,SLFN12L_ENSG00000205045,NCBITaxon:9606,gene
ENSG00000271447,ENSG00000271447,False,MMP28,NCBITaxon:9606,gene
ENSG00000270379,ENSG00000270379,False,HEATR9,NCBITaxon:9606,gene
ENSG00000270240,ENSG00000270240,False,AC015849.2,NCBITaxon:9606,gene
ENSG00000271503,ENSG00000271503,False,CCL5,NCBITaxon:9606,gene
ENSG00000274736,ENSG00000274736,False,CCL23,NCBITaxon:9606,gene
ENSG00000277632,ENSG00000277632,False,CCL3,NCBITaxon:9606,gene
ENSG00000275302,ENSG00000275302,False,CCL4,NCBITaxon:9606,gene
ENSG00000274767,ENSG00000274767,False,AC131056.3,NCBITaxon:9606,gene
ENSG00000276085,ENSG00000276085,False,CCL3L1,NCBITaxon:9606,gene
ENSG00000276070,ENSG00000276070,False,CCL4L2,NCBITaxon:9606,gene
ENSG00000275023,ENSG00000275023,False,MLLT6,NCBITaxon:9606,gene
ENSG00000141736,ENSG00000141736,False,ERBB2,NCBITaxon:9606,gene
ENSG00000161405,ENSG00000161405,False,IKZF3,NCBITaxon:9606,gene
ENSG00000094804,ENSG00000094804,False,CDC6,NCBITaxon:9606,gene
ENSG00000131747,ENSG00000131747,False,TOP2A,NCBITaxon:9606,gene
ENSG00000141753,ENSG00000141753,False,IGFBP4,NCBITaxon:9606,gene
ENSG00000266088,ENSG00000266088,False,RP5-1028K7.2,NCBITaxon:9606,gene
ENSG00000126353,ENSG00000126353,False,CCR7,NCBITaxon:9606,gene
ENSG00000141696,ENSG00000141696,False,P3H4,NCBITaxon:9606,gene
ENSG00000177469,ENSG00000177469,False,CAVIN1,NCBITaxon:9606,gene
ENSG00000184451,ENSG00000184451,False,CCR10,NCBITaxon:9606,gene
ENSG00000012048,ENSG00000012048,False,BRCA1,NCBITaxon:9606,gene
ENSG00000267002,ENSG00000267002,False,RP11-242D8.1,NCBITaxon:9606,gene
ENSG00000005102,ENSG00000005102,False,MEOX1,NCBITaxon:9606,gene
ENSG00000004939,ENSG00000004939,False,SLC4A1,NCBITaxon:9606,gene
ENSG00000030582,ENSG00000030582,False,GRN,NCBITaxon:9606,gene
ENSG00000005961,ENSG00000005961,False,ITGA2B,NCBITaxon:9606,gene
ENSG00000168517,ENSG00000168517,False,HEXIM2,NCBITaxon:9606,gene
ENSG00000259207,ENSG00000259207,False,ITGB3,NCBITaxon:9606,gene
ENSG00000073861,ENSG00000073861,False,TBX21,NCBITaxon:9606,gene
ENSG00000141293,ENSG00000141293,False,SKAP1,NCBITaxon:9606,gene
ENSG00000263787,ENSG00000263787,False,SKAP1-AS1,NCBITaxon:9606,gene
ENSG00000173917,ENSG00000173917,False,HOXB2,NCBITaxon:9606,gene
ENSG00000120093,ENSG00000120093,False,HOXB3,NCBITaxon:9606,gene
ENSG00000182742,ENSG00000182742,False,HOXB4,NCBITaxon:9606,gene
ENSG00000260027,ENSG00000260027,False,HOXB7,NCBITaxon:9606,gene
ENSG00000272763,ENSG00000272763,False,RP11-357H14.17,NCBITaxon:9606,gene
ENSG00000108798,ENSG00000108798,False,ABI3,NCBITaxon:9606,gene
ENSG00000005884,ENSG00000005884,False,ITGA3,NCBITaxon:9606,gene
ENSG00000167100,ENSG00000167100,False,SAMD14,NCBITaxon:9606,gene
ENSG00000108846,ENSG00000108846,False,ABCC3,NCBITaxon:9606,gene
ENSG00000141232,ENSG00000141232,False,TOB1,NCBITaxon:9606,gene
ENSG00000108924,ENSG00000108924,False,HLF,NCBITaxon:9606,gene
ENSG00000108960,ENSG00000108960,False,MMD,NCBITaxon:9606,gene
ENSG00000183691,ENSG00000183691,False,NOG,NCBITaxon:9606,gene
ENSG00000141194,ENSG00000141194,False,OR4D1,NCBITaxon:9606,gene
ENSG00000005381,ENSG00000005381,False,MPO,NCBITaxon:9606,gene
ENSG00000005379,ENSG00000005379,False,TSPOAP1,NCBITaxon:9606,gene
ENSG00000265148,ENSG00000265148,False,TSPOAP1-AS1,NCBITaxon:9606,gene
ENSG00000265206,ENSG00000265206,False,RP5-1171I10.5,NCBITaxon:9606,gene
ENSG00000108387,ENSG00000108387,False,SEPTIN4,NCBITaxon:9606,gene
ENSG00000062716,ENSG00000062716,False,VMP1,NCBITaxon:9606,gene
ENSG00000136492,ENSG00000136492,False,BRIP1,NCBITaxon:9606,gene
ENSG00000011028,ENSG00000011028,False,MRC2,NCBITaxon:9606,gene
ENSG00000173838,ENSG00000173838,False,MARCHF10,NCBITaxon:9606,gene
ENSG00000159640,ENSG00000159640,False,ACE,NCBITaxon:9606,gene
ENSG00000007312,ENSG00000007312,False,CD79B,NCBITaxon:9606,gene
ENSG00000108622,ENSG00000108622,False,ICAM2,NCBITaxon:9606,gene
ENSG00000178607,ENSG00000178607,False,ERN1,NCBITaxon:9606,gene
ENSG00000261371,ENSG00000261371,False,PECAM1,NCBITaxon:9606,gene
ENSG00000108370,ENSG00000108370,False,RGS9,NCBITaxon:9606,gene
ENSG00000154240,ENSG00000154240,False,CEP112,NCBITaxon:9606,gene
ENSG00000278740,ENSG00000278740,False,RP11-147L13.14,NCBITaxon:9606,gene
ENSG00000267731,ENSG00000267731,False,RP11-147L13.8,NCBITaxon:9606,gene
ENSG00000154265,ENSG00000154265,False,ABCA5,NCBITaxon:9606,gene
ENSG00000267365,ENSG00000267365,False,KCNJ2-AS1,NCBITaxon:9606,gene
ENSG00000123700,ENSG00000123700,False,KCNJ2,NCBITaxon:9606,gene
ENSG00000069188,ENSG00000069188,False,SDK2,NCBITaxon:9606,gene
ENSG00000196169,ENSG00000196169,False,KIF19,NCBITaxon:9606,gene
ENSG00000167851,ENSG00000167851,False,CD300A,NCBITaxon:9606,gene
ENSG00000186407,ENSG00000186407,False,CD300E,NCBITaxon:9606,gene
ENSG00000172794,ENSG00000172794,False,RAB37,NCBITaxon:9606,gene
ENSG00000109062,ENSG00000109062,False,SLC9A3R1,NCBITaxon:9606,gene
ENSG00000182173,ENSG00000182173,False,TSEN54,NCBITaxon:9606,gene
ENSG00000073350,ENSG00000073350,False,LLGL2,NCBITaxon:9606,gene
ENSG00000204323,ENSG00000204323,False,SMIM5,NCBITaxon:9606,gene
ENSG00000141576,ENSG00000141576,False,RNF157,NCBITaxon:9606,gene
ENSG00000214140,ENSG00000214140,False,PRCD,NCBITaxon:9606,gene
ENSG00000070526,ENSG00000070526,False,ST6GALNAC1,NCBITaxon:9606,gene
ENSG00000261335,ENSG00000261335,False,RP11-318A15.2,NCBITaxon:9606,gene
ENSG00000182534,ENSG00000182534,False,MXRA7,NCBITaxon:9606,gene
ENSG00000078687,ENSG00000078687,False,TNRC6C,NCBITaxon:9606,gene
ENSG00000167900,ENSG00000167900,False,TK1,NCBITaxon:9606,gene
ENSG00000089685,ENSG00000089685,False,BIRC5,NCBITaxon:9606,gene
ENSG00000184557,ENSG00000184557,False,SOCS3,NCBITaxon:9606,gene
ENSG00000035862,ENSG00000035862,False,TIMP2,NCBITaxon:9606,gene
ENSG00000167281,ENSG00000167281,False,RBFOX3,NCBITaxon:9606,gene
ENSG00000173821,ENSG00000173821,False,RNF213,NCBITaxon:9606,gene
ENSG00000171246,ENSG00000171246,False,NPTX1,NCBITaxon:9606,gene
ENSG00000262873,ENSG00000262873,False,CTD-2561B21.11,NCBITaxon:9606,gene
ENSG00000184009,ENSG00000184009,False,ACTG1,NCBITaxon:9606,gene
ENSG00000182612,ENSG00000182612,False,TSPAN10,NCBITaxon:9606,gene
ENSG00000173762,ENSG00000173762,False,CD7,NCBITaxon:9606,gene
ENSG00000167363,ENSG00000167363,False,FN3K,NCBITaxon:9606,gene
ENSG00000176845,ENSG00000176845,False,METRNL,NCBITaxon:9606,gene
ENSG00000176890,ENSG00000176890,False,TYMS,NCBITaxon:9606,gene
ENSG00000176105,ENSG00000176105,False,YES1,NCBITaxon:9606,gene
ENSG00000266171,ENSG00000266171,False,RP11-769O8.1,NCBITaxon:9606,gene
ENSG00000273355,ENSG00000273355,False,RP11-672L10.6,NCBITaxon:9606,gene
ENSG00000080986,ENSG00000080986,False,NDC80,NCBITaxon:9606,gene
ENSG00000101605,ENSG00000101605,False,MYOM1,NCBITaxon:9606,gene
ENSG00000101608,ENSG00000101608,False,MYL12A,NCBITaxon:9606,gene
ENSG00000177337,ENSG00000177337,False,DLGAP1-AS1,NCBITaxon:9606,gene
ENSG00000266401,ENSG00000266401,False,RP11-874J12.4,NCBITaxon:9606,gene
ENSG00000101745,ENSG00000101745,False,ANKRD12,NCBITaxon:9606,gene
ENSG00000168461,ENSG00000168461,False,RAB31,NCBITaxon:9606,gene
ENSG00000272799,ENSG00000272799,False,RP11-474N24.6,NCBITaxon:9606,gene
ENSG00000141404,ENSG00000141404,False,GNAL,NCBITaxon:9606,gene
ENSG00000260302,ENSG00000260302,False,LINC01882,NCBITaxon:9606,gene
ENSG00000141448,ENSG00000141448,False,GATA6,NCBITaxon:9606,gene
ENSG00000273348,ENSG00000273348,False,RP11-535A5.1,NCBITaxon:9606,gene
ENSG00000101782,ENSG00000101782,False,RIOK3,NCBITaxon:9606,gene
ENSG00000154065,ENSG00000154065,False,ANKRD29,NCBITaxon:9606,gene
ENSG00000168234,ENSG00000168234,False,TTC39C,NCBITaxon:9606,gene
ENSG00000264745,ENSG00000264745,False,TTC39C-AS1,NCBITaxon:9606,gene
ENSG00000154611,ENSG00000154611,False,PSMA8,NCBITaxon:9606,gene
ENSG00000170558,ENSG00000170558,False,CDH2,NCBITaxon:9606,gene
ENSG00000134765,ENSG00000134765,False,DSC1,NCBITaxon:9606,gene
ENSG00000118276,ENSG00000118276,False,B4GALT6,NCBITaxon:9606,gene
ENSG00000101695,ENSG00000101695,False,RNF125,NCBITaxon:9606,gene
ENSG00000197705,ENSG00000197705,False,KLHL14,NCBITaxon:9606,gene
ENSG00000274184,ENSG00000274184,False,RP11-158H5.8,NCBITaxon:9606,gene
ENSG00000152217,ENSG00000152217,False,SETBP1,NCBITaxon:9606,gene
ENSG00000141469,ENSG00000141469,False,SLC14A1,NCBITaxon:9606,gene
ENSG00000152229,ENSG00000152229,False,PSTPIP2,NCBITaxon:9606,gene
ENSG00000141622,ENSG00000141622,False,RNF165,NCBITaxon:9606,gene
ENSG00000172361,ENSG00000172361,False,CFAP53,NCBITaxon:9606,gene
ENSG00000041353,ENSG00000041353,False,RAB27B,NCBITaxon:9606,gene
ENSG00000166510,ENSG00000166510,False,CCDC68,NCBITaxon:9606,gene
ENSG00000196628,ENSG00000196628,False,TCF4,NCBITaxon:9606,gene
ENSG00000166562,ENSG00000166562,False,SEC11C,NCBITaxon:9606,gene
ENSG00000074695,ENSG00000074695,False,LMAN1,NCBITaxon:9606,gene
ENSG00000141682,ENSG00000141682,False,PMAIP1,NCBITaxon:9606,gene
ENSG00000267279,ENSG00000267279,False,RP11-879F14.2,NCBITaxon:9606,gene
ENSG00000141655,ENSG00000141655,False,TNFRSF11A,NCBITaxon:9606,gene
ENSG00000171791,ENSG00000171791,False,BCL2,NCBITaxon:9606,gene
ENSG00000283125,ENSG00000283125,False,RP11-299P2.2,NCBITaxon:9606,gene
ENSG00000197632,ENSG00000197632,False,SERPINB2,NCBITaxon:9606,gene
ENSG00000242550,ENSG00000242550,False,SERPINB10,NCBITaxon:9606,gene
ENSG00000171451,ENSG00000171451,False,DSEL,NCBITaxon:9606,gene
ENSG00000150636,ENSG00000150636,False,CCDC102B,NCBITaxon:9606,gene
ENSG00000206052,ENSG00000206052,False,DOK6,NCBITaxon:9606,gene
ENSG00000150637,ENSG00000150637,False,CD226,NCBITaxon:9606,gene
ENSG00000263417,ENSG00000263417,False,GTSCR1,NCBITaxon:9606,gene
ENSG00000166342,ENSG00000166342,False,NETO1,NCBITaxon:9606,gene
ENSG00000197971,ENSG00000197971,False,MBP,NCBITaxon:9606,gene
ENSG00000125898,ENSG00000125898,False,FAM110A,NCBITaxon:9606,gene
ENSG00000101298,ENSG00000101298,False,SNPH,NCBITaxon:9606,gene
ENSG00000089012,ENSG00000089012,False,SIRPG,NCBITaxon:9606,gene
ENSG00000088881,ENSG00000088881,False,EBF4,NCBITaxon:9606,gene
ENSG00000101405,ENSG00000101405,False,OXT,NCBITaxon:9606,gene
ENSG00000088827,ENSG00000088827,False,SIGLEC1,NCBITaxon:9606,gene
ENSG00000101224,ENSG00000101224,False,CDC25B,NCBITaxon:9606,gene
ENSG00000275491,ENSG00000275491,False,LINC01730,NCBITaxon:9606,gene
ENSG00000088826,ENSG00000088826,False,SMOX,NCBITaxon:9606,gene
ENSG00000132646,ENSG00000132646,False,PCNA,NCBITaxon:9606,gene
ENSG00000125885,ENSG00000125885,False,MCM8,NCBITaxon:9606,gene
ENSG00000125869,ENSG00000125869,False,LAMP5,NCBITaxon:9606,gene
ENSG00000132623,ENSG00000132623,False,ANKEF1,NCBITaxon:9606,gene
ENSG00000172296,ENSG00000172296,False,SPTLC3,NCBITaxon:9606,gene
ENSG00000101230,ENSG00000101230,False,ISM1,NCBITaxon:9606,gene
ENSG00000089048,ENSG00000089048,False,ESF1,NCBITaxon:9606,gene
ENSG00000172264,ENSG00000172264,False,MACROD2,NCBITaxon:9606,gene
ENSG00000125864,ENSG00000125864,False,BFSP1,NCBITaxon:9606,gene
ENSG00000125868,ENSG00000125868,False,DSTN,NCBITaxon:9606,gene
ENSG00000125844,ENSG00000125844,False,RRBP1,NCBITaxon:9606,gene
ENSG00000178726,ENSG00000178726,False,THBD,NCBITaxon:9606,gene
ENSG00000125810,ENSG00000125810,False,CD93,NCBITaxon:9606,gene
ENSG00000101439,ENSG00000101439,False,CST3,NCBITaxon:9606,gene
ENSG00000077984,ENSG00000077984,False,CST7,NCBITaxon:9606,gene
ENSG00000101474,ENSG00000101474,False,APMAP,NCBITaxon:9606,gene
ENSG00000101004,ENSG00000101004,False,NINL,NCBITaxon:9606,gene
ENSG00000213742,ENSG00000213742,False,ZNF337-AS1,NCBITaxon:9606,gene
ENSG00000226465,ENSG00000226465,False,RP13-401N8.1,NCBITaxon:9606,gene
ENSG00000205611,ENSG00000205611,False,LINC01597,NCBITaxon:9606,gene
ENSG00000125968,ENSG00000125968,False,ID1,NCBITaxon:9606,gene
ENSG00000171552,ENSG00000171552,False,BCL2L1,NCBITaxon:9606,gene
ENSG00000088325,ENSG00000088325,False,TPX2,NCBITaxon:9606,gene
ENSG00000101336,ENSG00000101336,False,HCK,NCBITaxon:9606,gene
ENSG00000101412,ENSG00000101412,False,E2F1,NCBITaxon:9606,gene
ENSG00000101440,ENSG00000101440,False,ASIP,NCBITaxon:9606,gene
ENSG00000101335,ENSG00000101335,False,MYL9,NCBITaxon:9606,gene
ENSG00000101082,ENSG00000101082,False,SLA2,NCBITaxon:9606,gene
ENSG00000101347,ENSG00000101347,False,SAMHD1,NCBITaxon:9606,gene
ENSG00000204103,ENSG00000204103,False,MAFB,NCBITaxon:9606,gene
ENSG00000101057,ENSG00000101057,False,MYBL2,NCBITaxon:9606,gene
ENSG00000124191,ENSG00000124191,False,TOX2,NCBITaxon:9606,gene
ENSG00000168734,ENSG00000168734,False,PKIG,NCBITaxon:9606,gene
ENSG00000175063,ENSG00000175063,False,UBE2C,NCBITaxon:9606,gene
ENSG00000101470,ENSG00000101470,False,TNNC2,NCBITaxon:9606,gene
ENSG00000064601,ENSG00000064601,False,CTSA,NCBITaxon:9606,gene
ENSG00000101017,ENSG00000101017,False,CD40,NCBITaxon:9606,gene
ENSG00000235621,ENSG00000235621,False,LINC00494,NCBITaxon:9606,gene
ENSG00000172216,ENSG00000172216,False,CEBPB,NCBITaxon:9606,gene
ENSG00000224397,ENSG00000224397,False,PELATON,NCBITaxon:9606,gene
ENSG00000124243,ENSG00000124243,False,BCAS4,NCBITaxon:9606,gene
ENSG00000026559,ENSG00000026559,False,KCNG1,NCBITaxon:9606,gene
ENSG00000101096,ENSG00000101096,False,NFATC2,NCBITaxon:9606,gene
ENSG00000054793,ENSG00000054793,False,ATP9A,NCBITaxon:9606,gene
ENSG00000182463,ENSG00000182463,False,TSHZ2,NCBITaxon:9606,gene
ENSG00000064787,ENSG00000064787,False,BCAS1,NCBITaxon:9606,gene
ENSG00000218018,ENSG00000218018,False,RBM38-AS1,NCBITaxon:9606,gene
ENSG00000132819,ENSG00000132819,False,RBM38,NCBITaxon:9606,gene
ENSG00000124256,ENSG00000124256,False,ZBP1,NCBITaxon:9606,gene
ENSG00000124225,ENSG00000124225,False,PMEPA1,NCBITaxon:9606,gene
ENSG00000087460,ENSG00000087460,False,GNAS,NCBITaxon:9606,gene
ENSG00000101160,ENSG00000101160,False,CTSZ,NCBITaxon:9606,gene
ENSG00000101162,ENSG00000101162,False,TUBB1,NCBITaxon:9606,gene
ENSG00000124203,ENSG00000124203,False,ZNF831,NCBITaxon:9606,gene
ENSG00000196074,ENSG00000196074,False,SYCP2,NCBITaxon:9606,gene
ENSG00000179253,ENSG00000179253,False,RP11-429E11.3,NCBITaxon:9606,gene
ENSG00000231133,ENSG00000231133,False,HAR1B,NCBITaxon:9606,gene
ENSG00000197457,ENSG00000197457,False,STMN3,NCBITaxon:9606,gene
ENSG00000196421,ENSG00000196421,False,C20orf204,NCBITaxon:9606,gene
ENSG00000197540,ENSG00000197540,False,GZMM,NCBITaxon:9606,gene
ENSG00000185198,ENSG00000185198,False,PRSS57,NCBITaxon:9606,gene
ENSG00000172232,ENSG00000172232,False,AZU1,NCBITaxon:9606,gene
ENSG00000197561,ENSG00000197561,False,ELANE,NCBITaxon:9606,gene
ENSG00000197766,ENSG00000197766,False,CFD,NCBITaxon:9606,gene
ENSG00000116014,ENSG00000116014,False,KISS1R,NCBITaxon:9606,gene
ENSG00000167470,ENSG00000167470,False,MIDN,NCBITaxon:9606,gene
ENSG00000129968,ENSG00000129968,False,ABHD17A,NCBITaxon:9606,gene
ENSG00000167476,ENSG00000167476,False,JSRP1,NCBITaxon:9606,gene
ENSG00000104904,ENSG00000104904,False,OAZ1,NCBITaxon:9606,gene
ENSG00000099860,ENSG00000099860,False,GADD45B,NCBITaxon:9606,gene
ENSG00000176533,ENSG00000176533,False,GNG7,NCBITaxon:9606,gene
ENSG00000104964,ENSG00000104964,False,TLE5,NCBITaxon:9606,gene
ENSG00000179855,ENSG00000179855,False,GIPC3,NCBITaxon:9606,gene
ENSG00000006638,ENSG00000006638,False,TBXA2R,NCBITaxon:9606,gene
ENSG00000105289,ENSG00000105289,False,TJP3,NCBITaxon:9606,gene
ENSG00000007264,ENSG00000007264,False,MATK,NCBITaxon:9606,gene
ENSG00000105278,ENSG00000105278,False,ZFR2,NCBITaxon:9606,gene
ENSG00000167664,ENSG00000167664,False,TMIGD2,NCBITaxon:9606,gene
ENSG00000105255,ENSG00000105255,False,FSD1,NCBITaxon:9606,gene
ENSG00000171236,ENSG00000171236,False,LRG1,NCBITaxon:9606,gene
ENSG00000276043,ENSG00000276043,False,UHRF1,NCBITaxon:9606,gene
ENSG00000171119,ENSG00000171119,False,NRTN,NCBITaxon:9606,gene
ENSG00000125726,ENSG00000125726,False,CD70,NCBITaxon:9606,gene
ENSG00000125735,ENSG00000125735,False,TNFSF14,NCBITaxon:9606,gene
ENSG00000125731,ENSG00000125731,False,SH2D3A,NCBITaxon:9606,gene
ENSG00000174788,ENSG00000174788,False,PCP2,NCBITaxon:9606,gene
ENSG00000076944,ENSG00000076944,False,STXBP2,NCBITaxon:9606,gene
ENSG00000104918,ENSG00000104918,False,RETN,NCBITaxon:9606,gene
ENSG00000183019,ENSG00000183019,False,MCEMP1,NCBITaxon:9606,gene
ENSG00000104921,ENSG00000104921,False,FCER2,NCBITaxon:9606,gene
ENSG00000260001,ENSG00000260001,False,TGFBR3L,NCBITaxon:9606,gene
ENSG00000167775,ENSG00000167775,False,CD320,NCBITaxon:9606,gene
ENSG00000186994,ENSG00000186994,False,KANK3,NCBITaxon:9606,gene
ENSG00000099785,ENSG00000099785,False,MARCHF2,NCBITaxon:9606,gene
ENSG00000142347,ENSG00000142347,False,MYO1F,NCBITaxon:9606,gene
ENSG00000142303,ENSG00000142303,False,ADAMTS10,NCBITaxon:9606,gene
ENSG00000080573,ENSG00000080573,False,COL5A3,NCBITaxon:9606,gene
ENSG00000090339,ENSG00000090339,False,ICAM1,NCBITaxon:9606,gene
ENSG00000180739,ENSG00000180739,False,S1PR5,NCBITaxon:9606,gene
ENSG00000129355,ENSG00000129355,False,CDKN2D,NCBITaxon:9606,gene
ENSG00000267100,ENSG00000267100,False,ILF3-DT,NCBITaxon:9606,gene
ENSG00000161888,ENSG00000161888,False,SPC24,NCBITaxon:9606,gene
ENSG00000171223,ENSG00000171223,False,JUNB,NCBITaxon:9606,gene
ENSG00000179218,ENSG00000179218,False,CALR,NCBITaxon:9606,gene
ENSG00000104903,ENSG00000104903,False,LYL1,NCBITaxon:9606,gene
ENSG00000160888,ENSG00000160888,False,IER2,NCBITaxon:9606,gene
ENSG00000267519,ENSG00000267519,False,MIR23AHG,NCBITaxon:9606,gene
ENSG00000141854,ENSG00000141854,False,MISP3,NCBITaxon:9606,gene
ENSG00000123146,ENSG00000123146,False,ADGRE5,NCBITaxon:9606,gene
ENSG00000132002,ENSG00000132002,False,DNAJB1,NCBITaxon:9606,gene
ENSG00000186529,ENSG00000186529,False,CYP4F3,NCBITaxon:9606,gene
ENSG00000167460,ENSG00000167460,False,TPM4,NCBITaxon:9606,gene
ENSG00000196684,ENSG00000196684,False,HSH2D,NCBITaxon:9606,gene
ENSG00000127528,ENSG00000127528,False,KLF2,NCBITaxon:9606,gene
ENSG00000130300,ENSG00000130300,False,PLVAP,NCBITaxon:9606,gene
ENSG00000167483,ENSG00000167483,False,NIBAN3,NCBITaxon:9606,gene
ENSG00000105640,ENSG00000105640,False,RPL18A,NCBITaxon:9606,gene
ENSG00000216490,ENSG00000216490,False,IFI30,NCBITaxon:9606,gene
ENSG00000130522,ENSG00000130522,False,JUND,NCBITaxon:9606,gene
ENSG00000175489,ENSG00000175489,False,LRRC25,NCBITaxon:9606,gene
ENSG00000181035,ENSG00000181035,False,SLC25A42,NCBITaxon:9606,gene
ENSG00000105717,ENSG00000105717,False,PBX4,NCBITaxon:9606,gene
ENSG00000181896,ENSG00000181896,False,ZNF101,NCBITaxon:9606,gene
ENSG00000267383,ENSG00000267383,False,CTC-260E6.6,NCBITaxon:9606,gene
ENSG00000188171,ENSG00000188171,False,ZNF626,NCBITaxon:9606,gene
ENSG00000160321,ENSG00000160321,False,ZNF208,NCBITaxon:9606,gene
ENSG00000187135,ENSG00000187135,False,VSTM2B,NCBITaxon:9606,gene
ENSG00000166289,ENSG00000166289,False,PLEKHF1,NCBITaxon:9606,gene
ENSG00000168813,ENSG00000168813,False,ZNF507,NCBITaxon:9606,gene
ENSG00000173809,ENSG00000173809,False,TDRD12,NCBITaxon:9606,gene
ENSG00000261754,ENSG00000261754,False,CTC-523E23.1,NCBITaxon:9606,gene
ENSG00000168661,ENSG00000168661,False,ZNF30,NCBITaxon:9606,gene
ENSG00000105711,ENSG00000105711,False,SCN1B,NCBITaxon:9606,gene
ENSG00000266964,ENSG00000266964,False,FXYD1,NCBITaxon:9606,gene
ENSG00000221946,ENSG00000221946,False,FXYD7,NCBITaxon:9606,gene
ENSG00000105699,ENSG00000105699,False,LSR,NCBITaxon:9606,gene
ENSG00000012124,ENSG00000012124,False,CD22,NCBITaxon:9606,gene
ENSG00000126262,ENSG00000126262,False,FFAR2,NCBITaxon:9606,gene
ENSG00000161249,ENSG00000161249,False,DMKN,NCBITaxon:9606,gene
ENSG00000011590,ENSG00000011590,False,ZBTB32,NCBITaxon:9606,gene
ENSG00000167604,ENSG00000167604,False,NFKBID,NCBITaxon:9606,gene
ENSG00000126264,ENSG00000126264,False,HCST,NCBITaxon:9606,gene
ENSG00000011600,ENSG00000011600,False,TYROBP,NCBITaxon:9606,gene
ENSG00000225975,ENSG00000225975,False,LINC01534,NCBITaxon:9606,gene
ENSG00000185869,ENSG00000185869,False,ZNF829,NCBITaxon:9606,gene
ENSG00000188227,ENSG00000188227,False,ZNF793,NCBITaxon:9606,gene
ENSG00000171817,ENSG00000171817,False,ZNF540,NCBITaxon:9606,gene
ENSG00000196381,ENSG00000196381,False,ZNF781,NCBITaxon:9606,gene
ENSG00000167641,ENSG00000167641,False,PPP1R14A,NCBITaxon:9606,gene
ENSG00000167644,ENSG00000167644,False,C19orf33,NCBITaxon:9606,gene
ENSG00000182472,ENSG00000182472,False,CAPN12,NCBITaxon:9606,gene
ENSG00000171747,ENSG00000171747,False,LGALS4,NCBITaxon:9606,gene
ENSG00000182393,ENSG00000182393,False,IFNL1,NCBITaxon:9606,gene
ENSG00000128016,ENSG00000128016,False,ZFP36,NCBITaxon:9606,gene
ENSG00000269296,ENSG00000269296,False,AC005614.3,NCBITaxon:9606,gene
ENSG00000090013,ENSG00000090013,False,BLVRB,NCBITaxon:9606,gene
ENSG00000167601,ENSG00000167601,False,AXL,NCBITaxon:9606,gene
ENSG00000105329,ENSG00000105329,False,TGFB1,NCBITaxon:9606,gene
ENSG00000255730,ENSG00000255730,False,CTC-435M10.3,NCBITaxon:9606,gene
ENSG00000270164,ENSG00000270164,False,LINC01480,NCBITaxon:9606,gene
ENSG00000268027,ENSG00000268027,False,AC006129.2,NCBITaxon:9606,gene
ENSG00000105372,ENSG00000105372,False,RPS19,NCBITaxon:9606,gene
ENSG00000105369,ENSG00000105369,False,CD79A,NCBITaxon:9606,gene
ENSG00000105409,ENSG00000105409,False,ATP1A3,NCBITaxon:9606,gene
ENSG00000028277,ENSG00000028277,False,POU2F2,NCBITaxon:9606,gene
ENSG00000105427,ENSG00000105427,False,CNFN,NCBITaxon:9606,gene
ENSG00000011422,ENSG00000011422,False,PLAUR,NCBITaxon:9606,gene
ENSG00000130208,ENSG00000130208,False,APOC1,NCBITaxon:9606,gene
ENSG00000125740,ENSG00000125740,False,FOSB,NCBITaxon:9606,gene
ENSG00000125744,ENSG00000125744,False,RTN2,NCBITaxon:9606,gene
ENSG00000213889,ENSG00000213889,False,PPM1N,NCBITaxon:9606,gene
ENSG00000160014,ENSG00000160014,False,CALM3,NCBITaxon:9606,gene
ENSG00000160013,ENSG00000160013,False,PTGIR,NCBITaxon:9606,gene
ENSG00000167414,ENSG00000167414,False,GNG8,NCBITaxon:9606,gene
ENSG00000197405,ENSG00000197405,False,C5AR1,NCBITaxon:9606,gene
ENSG00000105486,ENSG00000105486,False,LIG1,NCBITaxon:9606,gene
ENSG00000142227,ENSG00000142227,False,EMP3,NCBITaxon:9606,gene
ENSG00000087074,ENSG00000087074,False,PPP1R15A,NCBITaxon:9606,gene
ENSG00000087086,ENSG00000087086,False,FTL,NCBITaxon:9606,gene
ENSG00000177380,ENSG00000177380,False,PPFIA3,NCBITaxon:9606,gene
ENSG00000104894,ENSG00000104894,False,CD37,NCBITaxon:9606,gene
ENSG00000090554,ENSG00000090554,False,FLT3LG,NCBITaxon:9606,gene
ENSG00000142541,ENSG00000142541,False,RPL13A,NCBITaxon:9606,gene
ENSG00000104870,ENSG00000104870,False,FCGRT,NCBITaxon:9606,gene
ENSG00000142546,ENSG00000142546,False,NOSIP,NCBITaxon:9606,gene
ENSG00000126458,ENSG00000126458,False,RRAS,NCBITaxon:9606,gene
ENSG00000269404,ENSG00000269404,False,SPIB,NCBITaxon:9606,gene
ENSG00000167748,ENSG00000167748,False,KLK1,NCBITaxon:9606,gene
ENSG00000105374,ENSG00000105374,False,NKG7,NCBITaxon:9606,gene
ENSG00000105370,ENSG00000105370,False,LIM2,NCBITaxon:9606,gene
ENSG00000142512,ENSG00000142512,False,SIGLEC10,NCBITaxon:9606,gene
ENSG00000171051,ENSG00000171051,False,FPR1,NCBITaxon:9606,gene
